titulo,subtitulo,primer_parrafo,seccion
"Lionel Messi: ""¡Qué hermosa locura que vivimos!""","El capitán recordó el Mundial, los festejos y las ""boludeces"" a un mes de Qatar 2022","El capitán del seleccionado argentino, Lionel Messi, celebró desde sus redes sociales el primer mes aniversario del Mundial que la Selección Argentina logró en Qatar. A través de su cuenta oficial de Instagram y justo desde Doha donde volvió con su club, el París Saint-Germain, el astro escribió unas sentidas líneas para recordar la inolvidable final contra Francia junto a un video con los mejores momentos musicalizado con la canción ""Brindis"" de Soledad Pastorutti.",Deportes
"Leandro Paredes habló de todo: el pelotazo a los neerlandeses, qué pensó en el penal con Francia y cómo llegó al Mundial",A un mes de Qatar 2022,"Leandro Paredes, jugador de la Juventus de Italia y de la Selección Argentina, aseguró este miércoles que nunca pensó que perderían la final del mundo contra Francia en Qatar, a un mes de la histórica consagración del fútbol argentino.",Deportes
Cerúndolo sigue en carrera en el Abierto de Australia,Podoroska y Etcheverry perdieron y quedaron eliminados,"El argentino Francisco Cerúndolo logró uno de los triunfos más imporantes de su joven carrera al avanzar este miércoles por primera vez a la tercera ronda del Abierto de Australia, gracias a la victoria por 3-6, 6-4, 6-2 y 7-5 al francés Corentin Moutet (51). El tenista porteño, de 24 años, logró el pase a la próxima instancia tras un encuentro que duró tres horas y 11 minutos.",Deportes
El TAS rechazó la apelación y Campazzo no podrá jugar la Euroliga hasta marzo,El Tribunal arbitral desestimó el pedido del Estrella Roja,"El base argentino Facundo Campazzo no jugará finalmente la Euroliga de básquetbol tras el fallo de este miércoles del Tribunal Arbitral del Deporte (TAS), que rechazó el pedido de Estrella Roja de Serbia. El club serbio tiene prohibido incorporar nuevos nombres por incumplir con las reglas del Fair Play financiero aunque tiene tiempo hasta el 23 de enero para presentar la última apelación contra el Panel Financiero de la Euroliga.",Deportes
Los Gladiadores van ante Alemania en el Mundial,El equipo argentino juega este jueves desde las 14 ante los germanos,"Después de superar una situación límite, Los Gladiadores continuarán este jueves desde las 14:00 su aventura por el Mundial de handball cuando se midan ante Alemania, ganador del Grupo E, en un duelo de la segunda ronda del certamen que se disputa en Polonia y Suecia.",Deportes
Messi vs Cristiano Ronaldo: así está su historial mano a mano,"Se enfrentan este jueves en Arabia Saudita, con Marcelo Gallardo de testigo","Lionel Messi volverá a encontrase con Cristiano Ronaldo en una cancha este jueves en el marco de un amistoso entre el París Saint-Germain y un combinado de estrellas de la liga de Arabia Saudita, donde milita el portugués.",Deportes
Supercopa Internacional: Boca y Racing se preparan en Abu Dhabi,Se juega el viernes a las 12:30,"Boca y Racing completaron su segunda jornada de entrenamientos en Abu Dhabi, la capital de los Emiratos Árabes Unidos, donde este viernes a las 12.30 (hora argentina) disputarán la final por la Supercopa Internacional en el estadio Hazza Bin Zayed.",Deportes
Golazo espectacular de Lautaro Martínez en el 3-0 del Inter al Milan,Por la Supercopa de Italia,"La versión campeón mundial de Lautaro Martínez viene siendo imparable y este miércoles el bahiense volvió a dar cátedra en el triunfo 3 a 0 del Inter sobre el Milan, nada menos que en la final de la Supercopa de Italia.",Deportes
"Rafael Nadal se lesionó, perdió y quedó eliminado del Abierto de Australia",Fue derrotado por Mackenzie McDonald en segunda ronda,"El español Rafael Nadal quedó eliminado en la segunda ronda del Abierto de Australia. El número 1 del mundo sufrió una lesión en la parte superior de la pierna izquierda tras intentar alcanzar un revés defensivo en el último tramo del segundo set y perdió 6-4, 6-4 y 7-5 en frente al estadounidense Mackenzie McDonald.",Deportes
Una hinchada mundial: los videos que demuestran que el aliento argentino es el mejor,"Argentina, campeón del mundo","Este miércoles se cumple exactamente un mes de aquel domingo 18 de diciembre de 2022, en que la Argentina levantaba su tercera Copa del Mundo en el Estadio Lusail. Además de las imágenes del capital Lionel Messi alzando el reconocido trofeo consagratorio, los videos y fotos de la hinchada argentina dieron la vuelta el mundo.",Deportes
"A un mes de la Copa: anécdotas, perlitas y los mejores momentos de Argentina en Qatar","Desde el ""¿qué mirás bobo?"" de Messi hasta las lágrimas de Scaloni","El Mundial Qatar 2022 ganado por la selección argentina, del que este miércoles se cumple exactamente un mes, dejó momentos memorables para los apasionados del deporte. Entre las perlitas que se dieron durante toda la Copa del Mundo se destacan la famosa frase maradoneana de Lionel Messi con su “¿qué mirás bobo?”, las lágrimas de Lionel Scaloni tras el penal convertido por Gonzalo Montiel en la final, las recordadas camisetas de cábala de Antonela Roccuzzo y el himno nacional argentino cantado por Lali en el choque definitivo ante Francia.",Deportes
"""Ya ganamos la tercera"": a un mes de levantar la Copa, todos los goles de Argentina en el Mundial de Qatar",El camino al triunfo,"El domingo 18 de diciembre de 2022 quedará grabado en la memoria colectiva de los argentinos para siempre. Luego de un mes de estrés, angustias, cábalas, rezos y promesas, los dirigidos por Lionel Scaloni, lograron la consagración en el Mundial Qatar 2022, cumplieron el sueño de 47 millones de argentinos y el deseo de su capitán, Lionel Messi, quien repetía que había obtenido todo, pero le faltaba ""salir campeón con la selección"". ",Deportes
"A un mes de la final Argentina vs Francia: el recorrido de la Selección, los récords de Messi en Qatar y un festejo histórico en el Obelisco",Mundial Qatar 2022,"Hace exactamente un mes, el domingo 18 de diciembre de 2022, Argentina levantaba su tercera Copa del Mundo en el Estadio Lusail. La sonrisa de Lionel Messi fue la de los 47 millones de argentinos que, después de un recorrido agónico hacia la final del Mundial Qatar 2022, en el que la Selección comenzó con el pie izquierdo y se enfrentó a momentos de alta tensión, protagonizaron los festejos más multitudinarios de la historia del país tras la victoria por penales ante Francia en la final.",Deportes
"""Cuti"" Romero contó por qué le gritó el gol en la cara a Mbappé","El astro de Francia ""trató mal a Enzo Fernández"" durante la final del Mundial Qatar 2022","Cristian ""Cuti"" Romero, defensor del seleccionado argentino, reveló que le gritó el gol ""en la cara"" a Kylian Mbappé porque ""trató mal"" a Enzo Fernández durante la final del Mundial Qatar 2022.Al cumplirse un mes de la histórica definición de la Copa del Mundo, el cordobés contó el motivo del grito del tercer gol en la cara del delantero francés, autor de un triplete. ""Parece que siempre los argentinos somos los malos, pero me había dado mucha bronca porque Enzo fue a hablarle y (Mbappé) lo trató muy mal, me hizo enojar"", detalló el ""Cuti"" en una entrevista con la radio D Sports, para añadir: ""Justo hizo el gol Leo y me salió festejarle en la cara"".",Deportes
Alegría para Schwartzman y show de Djokovic en el Abierto de Australia,Para avanzar a segunda ronda,"Diego Schwartzman, número 25 del ránking y argentino mejor ubicado en el mismo, no falló y avanzó en la madrugada de este martes a la segunda ronda del Abierto de Australia al vencer al ucraniano Oleksii Krutykh (188º) por 6-4, 6-7 (6), 6-3 y 7-6 (5).",Deportes
Los inicios de Lionel Scaloni: cuando el DT campeón del mundo no tenía título,"Su historia con el club Son Caliu, de Mallorca","Lionel Scaloni ya quedó en la historia como entrenador de la Selección Argentina, aunque se conoce muy poco acerca de sus comienzos en esta función después de haberse retirado como jugador en junio de 2015. El oriundo de Pujato, Santa Fe, cerró su carrera futbolística en el Atalanta italiano, y antes había jugado por Europa en Deportivo La Coruña, Racing de Santander y Mallorca de España, Lazio de Italia y West Ham de Inglaterra.",Deportes
Mundial de Handball: Los Gladiadores avanzaron a la segunda ronda ,Vencieron 35 a 26 a Macedonia del Norte por la tercera fecha del Grupo F,"El seleccionado argentino masculino de handball, Los Gladiadores, venció a Macedonia del Norte por 35 a 26, en un partido correspondiente a la tercera fecha del Grupo F del Mundial de Polonia y Suecia, y avanzó a la segunda ronda del certamen. Las principales figuras del conjunto argentino fueron Diego Simonet, con ocho tantos en nueve intentos, y Federico Pizarro, con cinco goles en seis tiros.El primer tiempo de Argentina rozó la perfección, con un gran planteo y mejor ejecución de Los Gladiadores. La táctica resultó clave para frenar a un rival de mayor talla física, pero de menor entrega técnica. De esta manera y a pesar de sufrir dos expulsiones, el seleccionado nacional terminó al frente 18 a 11 y con la ilusión intacta de continuar en carrera, luego de las dos derrotas iniciales ante Países Bajos y Noruega.",Deportes
El presidente de Boca pidió perdón a un jugador por la guerra de la Triple Alianza,Jorge Amor Ameal y un revisionismo histórico en la presentación de Bruno Valdez,"El presidente de Boca, Jorge Amor Ameal, le dio la bienvenida al nuevo refuerzo xeneize, el defensor paraguayo Bruno Valdez. Y lo hizo de una manera curiosa, con una alusión al vínculo histórico más oscuro entre la Argentina y Paraguay: la guerra de la Triple Alianza. ",Deportes
"Abierto de Australia: hora y rival hoy para Podoroska, Cerúndolo y Etcheverry",Argentinos en el primer Grand Slam del año,"En la noche de este martes y la madrugada de este miércoles, los argentinos Tomás Etcheverry, Francisco Cerúndolo y Nadia Podoroska irán en busca de meterse en la tercera ronda del Abierto de Australia. Diego Schwartzman y Federico Coria, como pareja, y Sebastián Báez y Horacio Zeballos competirán en el cuadro de dobles. ¿A qué hora juegan y contra qué rivales?",Deportes
Un mercado en el que nadie compra,,"El fùtbol argentino celebrará este miércoles el primer mes de la histórica consagración mundialista en Qatar. Pero ese hito inolvidable no podrá cambiar con un simple chasquido de dedos, situaciones que vienen desde hace bastante tiempo atrás y cuya resolución, en muchos casos, excede al mismo fútbol. Después del Mundial, el largo brazo de Claudio ""Chiqui"" Tapia, el presidente de la AFA, llega más lejos que antes. Pero no alcanza para mejorar las condiciones económicas sumamente desfavorables bajo las cuales se desarrolla la actividad local.",Deportes
La Selección Argentina se juega todo en el Mundial de handball,"Este martes vs Macedonia del Norte, por la clasificación","La Selección Argentina de handball, conocida como Los Gladiadores, buscará este martes el pasaje a segunda fase del Mundial de Polonia y Suecia 2023 cuando se enfrente a Macedonia del Norte, desde las 14 (hora argentina) en Cracovia y con televisación de TyC Sports.",Deportes
"River vs Vasco da Gama, a qué hora y cómo ver el amistoso",El club carioca viene de ascender al Brasileirao y vender a su crack,"El River de Martín Demichelis cerrará este martes su gira amistosa por Estados Unidos cuando enfrente a Vasco da Gama de Brasil, luego de los triunfos ante Monterrey de México y Millonarios de Colombia.",Deportes
LeBron James hace historia en la NBA pero sufre a sus compañeros,Alcanzó los 38 mil puntos en su carrera en una derrota con final alocado,"LeBron James llegó a los 38.000 puntos anotados en la NBA y se convirtió en el segundo jugador de la historia en lograrlo, uniéndose al mítico Kareem Abdul-Jabbar.",Deportes
Boca: Almendra cerró con Rayo Vallecano y se irá libre el 1 de julio,El volante ya firmó un precontrato con el club español,"El mediocampista Agustín Almendra firmó este lunes un precontrato con el Rayo Vallecano de España y se irá libre de Boca a mediados de año, al igual que el arquero Agustín Rossi, quien actuó de la misma manera para ser jugador del Flamengo de Brasil. ",Deportes
"La FIFA y Gianni Infantino, denunciados por LaLiga de España",Demanda ante el TAS por el nuevo formato del Mundial de Clubes,"Tal como lo advirtió en diciembre pasado, la Liga de España presentó una denuncia contra la FIFA ante el Tribunal de Arbitraje Deportivo (TAS), debido al conflicto que surgió cuando Gianni Infantino comunicó que modificaría la forma de competencia del torneo que reúne a los campeones de los distintos continentes desde 2025, ya que se reorganizaría con 32 equipos, más partidos y cada cuatro años, como si fuera un Mundial de selecciones.",Deportes
Ucrania recibirá unos 25 millones de euros del Shakhtar Donetsk,"La donación será para los soldados, a partir de la venta de Mykhailo Mudryk al Chelsea","Shakhtar Donetsk anunció este lunes que donará 25 millones de euros a los soldados de Ucrania tras la venta de su estrella, Mykhailo Mudryk, al Chelsea de Inglaterra.",Deportes
"Victorias de Podoroska, Cerúndolo y Etcheverry en el Abierto de Australia",Nadal debutó con un triunfo muy esforzado,"Los tenistas argentinos Francisco Cerúndolo, Tomás Etcheverry y Nadia Podoroska superaron este lunes la primera ronda del Abierto de Australia, donde el campeón defensor, el español Rafael Nadal, pasó momentos de incomodidad para ganarle en su debut a un joven británico en el estadio central Rod Laver Arena.",Deportes
El paraguayo Bruno Valdez será el primer refuerzo de Boca,El defensor llegó libre del América de México y firmará por tres años,"Hugo Ibarra ya tiene el primer refuerzo para la nueva etapa de su Boca. El defensor paraguayo Bruno Valdez, de último paso por el América de México, se realizó este lunes la revisión médica y se convirtió oficialmente en nuevo jugador xeneize.",Deportes
"Los Leones, a punto de dar el batacazo pero se tuvieron que conformar con el empate",Argentina igualó 3-3 con Australia en el Mundial de hockey,"Los Leones estuvieron a dos minutos de conseguir un impacto grande, pero se tuvieron que conformar con un empate 3-3 ante Australia, número 1 del ranking de la Federación Internacional de hockey sobre césped, en un duelo por demás cambiante de la segunda fecha del Grupo A del Mundial India 2023.",Deportes
Germán Pezzella se tatuó la letra del himno nacional con un llamativo error gramatical,"""Oh juremos""","""Coronados de gloria vivamos. O juremos con gloria morir"". Esa estrofa es, quizás, la parte del himno nacional que se cantó con mayor efervecencia durante el último Mundial de fútbol. Por eso no extrañó que Germán Pezzella, integrante del inolvidable equipo de Lionel Scaloni, haya decidido destacar aquella letra para inmortalizarla en su espalda, junto con el dibujo de la Copa del Mundo. El detalle radica en que en el tatuaje ¿optó? por modificar parte de la letra, al incluir la exclamación ""oh"" seguido de juremos en vez de ""o juremos"". ",Deportes
"¿A qué hora y contra quién juegan Schwartzman, Bagnis y Cachín en el Abierto de Australia?",Los argentinos debutan en el primer Grand Slam de 2023,"Tras las victorias de Nadia Podoroska, Tomás Etcheverry, Facundo Cerúndolo —ante su compatriota Guido Pella— y las derrotas de Federico Coria y Sebastián Báez, llegó el turno del debut para Diego Schwartzman, Facundo Bagnis y Pedro Cachín en el Abierto de Australia: ¿cuándo y contra quién juegan?",Deportes
"El Sankt Pauli: fútbol, punk y lucha contra la homofobia","El club alemán, un ícono antisistema","“Soy tan fiel a mi club como infiel a mis amantes”. Así se presentó en sociedad Cornelius Littmann tras ganar las elecciones presidenciales del Fußball Club Sankt Pauli, de Hamburgo, Alemania, con el 78 por ciento de los votos. Estamos en 2003. Littman se acaba de convertir en el primer presidente de un club de fútbol alemán que se declara homosexual. Tiene apenas 50 años. Es un empresario del mundo del espectáculo. Sankt Pauli está endeudado, a punto de desaparecer. Littmann consigue los fondos para salvarlo. Pero su gestión se contradice con los hinchas. Harto de las polémicas, renunciaría al cargo en 2007, pero al final se quedaría hasta 2010, cuando dejó al primer equipo -un eterno del Ascenso- en la Bundesliga. Su imagen cool no le garantiza el éxito pero al principio lo ayuda. Estamos hablando de tiempos aún conservadores para el ambiente machista del fútbol. ¿Un homosexual dirigiendo a un club de fútbol? Pero también estamos hablando del Sankt Pauli, que no es un club cualquiera.",Deportes
"Batacazo: el PSG perdió con Messi, Mbappé y Neymar en cancha",Primera vez que sucede en la Liga de Francia,"En uno de los batacazos de 19º fecha de la Ligue 1 de Francia, el París Saint-Germain perdió de visitante 1 a 0 ante Rennes y sufrió su segunda derrota consecutiva en esa condición. El equipo de Lionel Messi sigue siendo puntero pero ahora le lleva apenas tres puntos (47 a 44) al escolta Lens y sembró preocupación por la baja calidad del fútbol que desplegó.",Deportes
Supercopa de España: Barcelona derrotó al Real Madrid y fue campeón,El conjunto de Xavi sumó su primer título post Messi,"Barcelona le ganó a Real Madrid por 3 a 1 y se quedó con la Supercopa de España en la final desarrollada en el estadio Rey Fahd en Riad, capital de Arabia Saudita. El juvenil Gavi y el polaco Robert Lewandowski en el primer tiempo y Pedri en el segundo anotaron los goles catalanes, en tanto que el francés Karim Benzemá descontó en el segundo minuto adicional para el Madrid.",Deportes
"Abierto de Australia: cuadros y cuándo juegan los argentinos, Djokovic y Nadal",Este domingo 15 a la noche arranca el primer Grand Slam del año,"El cuadro principal del Abierto de Australia se largará este domingo por la noche con nueve argentinos en competencia, liderados por Diego Schwartzman, el albiceleste de mejor ránking entre los varones, y Nadia Podoroska, la esperanza nacional entre las mujeres. Los partidos que cuenten con televisación se podrán ver por las señales ESPN y ESPN2.",Deportes
Mundial de handball 2023: nueva derrota para los Gladiadores,"El martes van contra Macedonia del Norte, sin margen de error","Los Gladiadores perdieron este domingo ante Noruega por 32 a 21 y sumaron su segunda caída en el Mundial de handball que se celebra en Polonia y Suecia, quedando sin margen de error para pasar de ronda.",Deportes
Paulo Dybala metió dos goles en la Roma; Atalanta le hizo ocho al Salernitana,Serie A de Italia,"Paulo Dybala sigue en modo campeón mundial y anotó los dos goles del triunfo de la Roma este domingo ante la Fiorentina, por 2 a 0 en el estadio Olímpico.",Deportes
Dakar 2023: Kevin Benavides y la estrategia más arriesgada jamás vista,"""Era champagne o suero"", dijo quien se bajó de la moto para ayudar a un compañero","Con la estrategia más arriesgada jamás vista, agazapado durante dos semanas para atacar en el momento indicado y derrotar a un australiano que es leyenda entre los motociclistas, el salteño Kevin Max Benavides (KTM) logró consagrarse en el Rally Dakar 2023 que recorrió los inhóspitos territorios de Arabia Saudita en 14 etapas que transcurrieron entre el 31 de diciembre y el 15 de enero. Pedregales del infierno para cruzar montañas y cañadones milenarios, los oasis y las tribus nómades, los pozos petroleros del Este y hasta el ingreso al Rub Al-Jalí, donde se cuenta la leyenda de una ciudad deglutida por sus arenas. Justamente allí se escuchó en boca del argentino: ""Mirá que te como"", dedicando el mensaje a Toby Price (KTM), doble ganador del raid más duro del mundo y quien lo precedía con solo 12 segundos de ventaja. Kevin logró dar vuelta la historia en el último día y sellar su segundo triunfo en Motos, la más peligrosa y extrema categoría. ""Era champagne o suero"", resumió el argentino al explicar la táctica insana que aplicó, al estilo Dibu Martínez, para destrozar a sus rivales.",Deportes
Un gol de Angelito Correa para otro empate de Atlético de Madrid,Nahuel Molina fue titular y Rodrigo De Paul lo vio desde el banco,"Con un gol de Angel Correa y la titularidad de Nahuel Molina, Atlético Madrid igualó 1 a 1 de visitante ante Almería por la 17ª fecha de LaLiga de España y quedó a 13 puntos de Barcelona, por ahora muy lejos de la pelea por el título y de la clasificación a las copas europeas.",Deportes
Premier League: Arsenal le ganó el clásico a Tottenham y sigue primero ,El arquero francés Hugo Lloris se hizo un gol en contra,"Arsenal le ganó como visitante por 2 a 0 a Tottenham Hotspur, donde jugó todo el partido el zaguero argentino Cristian ""Cuti"" Romero, se quedó con una nueva edición del clásico del norte de Londres y se consolidó en la punta de la Premier League de Inglaterra, tras haberse completado la vigésima fecha.",Deportes
Histórico: Kevin Benavides es bicampeón del Rally Dakar y se lo dedicó a Messi y la Selección,Remontó la historia en la última etapa de las motos,"El piloto salteño Kevin Benavides, a bordo de su moto KTM del equipo Red Bull, se consagró campeón este domingo en el Rally Dakar en Arabia Saudita por segunda vez, tras imponerse en la 14º y última etapa de 417 kilómetros (136 de especial) entre Al-Hofuf y Dammam.",Deportes
Los Gladiadores buscan la recuperación,El equipo de handball se mide este domingo ante Noruega,"El seleccionado argentino masculino de handball, Los Gladiadores, jugará este domingo ante Noruega el segundo partido del Grupo F del Mundial que se disputa en Polonia y Suecia.",Deportes
La NBA rompió un récord de asistencia de público,Más de 68 mil espectadores vieron San Antonio-Golden State en el Alamodome,"Golden Sate Warriors venció a San Antonio Spurs por 144-113, en un cotejo jugado en el Alamodome y que fue presenciado por 68.323 personas, con lo que marcó un record de asistencia para un encuentro de la NBA.",Deportes
Boca viaja a Abu Dhabi con Rossi en la delegación,"El arquero, que se irá a Flamengo, se perfila como titular ante Racing","Con la presencia del arquero Agustín Rossi, la delegación de Boca viajará este domingo rumbo a la ciudad de Abu Dhabi, en Emiratos Arabes Unidos, con miras al encuentro con Racing Club por la Supercopa Internacional. El técnico xeneize, Hugo Ibarra, resolvió convocar a 30 jugadores para que participen de la nómina que irá a territorio asiático con el propósito de conquistar el primer trofeo oficial de la temporada 2023.",Deportes
Volvió Gattoni y San Lorenzo hace su primer ensayo,El capitán azulgrana está cerca de renovar su vínculo con el club,"El defensor Federico Gattoni se reincorporó este sábado a la pretemporada de San Lorenzo en Uruguay, donde el equipo tendrá este domingo su primera prueba de cara al inicio de la Liga Profesional de Fútbol (LPF).",Deportes
Barcelona busca ante el Real Madrid su primer título después de Messi,Se juega la final de la Supercopa de España en Arabia Saudita,"Barcelona y Real Madrid se enfrentarán este domingo en Riad, Arabia Saudita, en la final de la Supercopa de España, en la que será la primera definición de la que tomará parte el club catalán desde que Lionel Messi se fue a París. El partido comenzará a las 15.00 de Argentina, con transmisión de DSports y la plataforma DGo.Barcelona afrontará su primera definición desde la salida de Lionel Messi hace dos temporadas, cuando comenzó un proceso de rearmado y recambio generacional con más sinsabores que alegrías. De hecho, el último título fue la Copa del Rey del 2021 cuando goleó a Atlhetic Bilbao por 4-0, con dos goles del argentino. Y es por eso que será la posibilidad del entrenador, Xavi Hernández, de ganar su primera estrella como técnico en una competición en la que Barcelona lidera con 13 vueltas olímpicas.""Hace mucho tiempo que no ganamos títulos. Tenemos que demostrar nuestras ganas, eso es innegociable"", aseguró el DT en la conferencia de prensa previa al encuentro. ""Intentaremos demostrar nuestra personalidad y a partir de ahí, controlar sus transiciones y desarmarles en defensa donde son muy fuertes"", agregó Xavi, uno de los ídolos de Barcelona. Por su lado, Real Madrid es el actual campeón y de conquistar esta edición alcanzará la línea de su clásico en el historial.La probable formación de Real Madrid es Thibaut Courtois; Dani Carvajal, Éder Militao, Antonio Rüdiger y Ferland Mendy; Federico Valverde, Eduardo Camavinga y Toni Kroos; Rodrygo, Karim Benzema, Vinicius Jr. Barcelona alineará a Marc Ter Stegen; Sergi Roberto, Ronald Araújo, Jules Koundé y Jordi Alba; Gavi, Sergio Busquets y Pedri; Ousmane Dembélé, Robert Lewandowski y Ansu Fati.",Deportes
Messi y Mbappé volverán a compartir equipo en el PSG ante Reims,Por la Ligue 1 y tras la final del Mundial Qatar 2022 que ganó la Selección Argentina,"Los astros de Paris Saint-Germain, el campeón argentino Lionel Messi y el subcampeón francés Kylian Mbappé, volverán a compartir cancha este domingo cuando su equipo visite al Rennes por la fecha 19 de la Ligue 1 de Francia.",Deportes
Premier League: el United le ganó el clásico de Manchester al City,Garnacho y Lisandro Martínez ingresaron en el ganador; Julián Alvarez no entró por decisión de Guardiola,"Manchester United, con los ingresos de Lisandro Martínez y Alejandro Garnacho en el segundo tiempo, venció 2-1 este sábado en el clásico al Manchester City, en uno de los partidos de la fecha 20 de la Premier League.",Deportes
Serie A de Italia: Lautaro Martínez le dio el triunfo al Inter,Milan igualó con Lecce y Monza batió a Cremonese; este domingo juegan Roma-Fiorentina,"El delantero Lautaro Martínez, campeón mundial en Qatar 2022, convirtió este sábado el gol del triunfo 1-0 de Inter sobre Hellas Verona, como local, resultado que lo mantiene en el cuarto lugar de la Serie A de Italia tras disputarse uno de los partidos de la fecha 18.",Deportes
Benavides ganó la etapa y se juega todo para quedarse con el Dakar,El líder Price le lleva 12 segundos antes del último parcial de este domingo,"Kevin Benavides quedó a la expectativa de ganar el Dakar al vencer este sábado en la decimotercera y penúltima etapa del Rally Dakar 2023 en Arabia Saudita y este domingo peleará el título con su compañero en el equipo Red Bull KTM, el australiano Toby Price, quien lo aventaja como líder de la clasificación general por apenas 12 segundos.",Deportes
"Arranca el Abierto de Australia, con un nuevo capítulo de la rivalidad Nadal-Djokovic",Un total de nueve argentinos competirán en el certamen en Melbourne,"El español Rafael Nadal y el serbio Novak Djokovic, las dos leyendas activas del circuito profesional de tenis, serán los protagonistas centrales del Abierto de Australia que comenzará este domingo en Melbourne Park, con la participación de nueve argentinos en la competencia individual.",Deportes
"Boca acumuló otro 0-0 y debutó ""Chiquito"" Romero en San Juan","Empató con Everton de Chile, por lo que Independiente se consagró campeón del triangular","Con un equipo que intercaló titulares y suplentes, Boca Juniors no pudo este viernes con Everton de Chile e igualó sin goles en el ensayo jugado en San Juan, último examen previo a la Supercopa Internacional que se jugará en Abu Dhabi ante Racing Club. ",Deportes
"Copa Davis: el ocaso del experimento Piqué, el mayor error de la historia","Kosmos, la empresa que modificó el formato, ya no organizará el mítico certamen","Dwight Filley Davis nació en 1879 en St. Louis, en el estado de Missouri. Talentoso tenista zurdo, grabó su nombre en los registros por haber impulsado una de las mayores competiciones del deporte internacional.",Deportes
