titulo,subtitulo,primer_parrafo,seccion
Alberto Fernández recibió a Massa,Analizaron la agenda económica y el acuerdo de integración con Brasil,"El presidente Alberto Fernández mantuvo este domingo un encuentro con el ministro de Economía, Sergio Massa, con quien analizó el acuerdo de integración económica con Brasil, que será firmado la próxima semana durante la visita a la Argentina del presidente Luiz Inácio ""Lula"" da Silva. ",Economía
Massa le reclamó al Fondo Monetario,Por no revisar los costos de la guerra de Ucrania,"El ministro de Economía, Sergio Massa, consideró que el Fondo Monetario Internacional (FMI) está incumpliendo su compromiso de revisar los costos de la Guerra en Ucrania.",Economía
Shell aumentó el precio de sus combustibles en un 4 por ciento,Rige desde este domingo,"La petrolera Raízen Argentina, licenciataria de la marca Shell, subió los precios de sus combustibles un 4 por ciento este domingo. El ajuste forma parte del acuerdo cuatrimestral negociado con las petroleras en noviembre, que preveía una suba de 4 por ciento mensual entre diciembre y febrero y un 3,8 por ciento adicional en marzo. Axion e YPF aplicarán el mismo ajuste en las próximas horas.",Economía
Los pagos según la ANSES para jubilados de hoy lunes 16 de enero ,Los pagos según la ANSES para jubilados de hoy lunes 16 de enero ,"Los cobros del actual mes es posible cobrarse en las bancos correspondientes correspondientes, sin obligación de sacar turno y a través de las ventanillas.",Economía
Plan chino de desarrollo de energías limpias,Construcción de la turbina eólica marina más grande del mundo,Los problemas de escasez energética de Europa en pleno invierno parecen una prueba en tiempo real de las consecuencias de no planificar el desarrollo de nuevas fuentes de energía tanto para los hogares como para las industrias. En una potencia como China esta lección no pasa desapercibida y el desarrollo de energías limpias se encuentra en una etapa de plena expansión. ,Economía
Por donde se desangra la región,Informe de las cuentas externas de nueve países de Latinoamérica,"La necesidad de divisas es un eje transversal para el desarrollo de todas las economías latinoamericanas. Permiten financiar importaciones de insumos y bienes de capital e intermedios para desarrollar la actividad económica. También para acumular reservas internacionales que logren hacer frente a corridas cambiarias y evitar desequilibrios macroeconómicos. Sin embargo, en solo 5 de los 22 años que lleva el siglo XXI la región logró tener una Cuenta Corriente superavitaria. La mayor salida se concentra en la subcuenta Rentas Primarias, es decir los dividendos que giran las empresas extranjeras a sus casas matrices, y los pagos de intereses y servicios que cada país debe hacer por préstamos tanto públicos como privados.",Economía
"""La alternativa era aumentar el pollo""","Procesadores avícolas, conformes con la compensación","El presidente del Centro de Empresas Procesadoras Avícolas, Roberto Domenech, elogió el programa de fortalecimiento productivo para el sector, por el cual se compensó a los productores con 30 mil pesos por tonelada de soja comprada durante el período de vigencia del dólar soja, que premió a los exportadores de la oleaginosa con un dólar diferencial, pero elevó el precio interno del poroto para su uso en la alimentación de pollos, porcinos y vacunos.",Economía
A qué juega el establishment,"Presiona sobre el dólar y las tasas, pero apuesta a las acciones argentinas","El dólar blue llegó este viernes a un precio récord, 369 pesos, tras una trepada de 50 pesos en apenas un mes. La acción de YPF en Nueva York alcanza un valor que representa un salto del 275% en dólares en tan sólo seis meses. Ninguno de esos dos activos financieros se mueven solos: los dólares financieros, contado con ""liqui"" y MEP, siguen la misma tendencia que el blue, mientras que las acciones de otras empresas argentinas energéticas y bancos marchan en el mismo sentido que YPF. ¿Optimismo del mercado por el futuro de la economía argentina expresado en los valores de las empresas? ¿Temor a un descalabro inminente que se refleja en el espectacular aumento de la brecha cambiaria? Señales contradictorias, pero que marcan el alto grado de incertidumbre que pesa sobre una economía, como la argentina, muy atada a ""los humores del mercado"" y a los intereses encubiertos detrás de ellos. ",Economía
¿Qué pasará con el consumo en 2023?,Una variable clave en un año electoral,"En un cuadro de desaceleración general de la economía que se espera en 2023 respecto del crecimiento de 2022, el consumo no será la excepción, ya que también aminorará la marcha, afectado por la inflación y la reducción en la capacidad de financiamiento de los hogares. Así lo esperan las consultoras locales.",Economía
Más del 80% de las industrias tiene problemas para importar,Encuesta del Centro de Estudios de la Unión Industrial Argentina,"Más del 80 por ciento de las empresas encuestadas por el Centro de Estudios de la Unión Industrial Argentina indicaron que los plazos de aprobación de las solicitudes de importación con el nuevo sistema SIRA son más largos que con el régimen anterior. El 80,8 por ciento aseguró que las demoras son mayores para bienes de capital, el 83,7 para repuestos y el 84,4 por ciento para insumos. El dato contrasta con lo dicho por el ministro de Economía, Sergio Massa, que al poner en marcha el nuevo esquema no solo había prometido un mejor seguimiento de las operaciones de importación sino también una reducción del plazo previsto para el giro de las divisas por parte del Banco Central. ",Economía
Los productos que más subieron en 2022,"La inflación anual del 94,8 por ciento fue la más alta desde 1991","La lechuga y el limón lideraron la lista de los productos que más subieron en el año, con incrementos del 408 por ciento y del 221 por ciento, respectivamente. De acuerdo a la información que brinda el Indec, la lechuga cotizaba hace un año en 151,67 pesos el kilo, mientras que ahora se ubica en 770,53 pesos. En tanto, el limón pasó, en el mismo período, de 88,46 pesos el kilo a 284,93 pesos.",Economía
El Central compra y el blue sigue subiendo,La autoridad monetaria adquirió 200 millones de dólares,"El Banco Central finalizó este viernes con compras por 200 millones de dólares, el monto más importante del año, mientras que en la semana adquirió 219 millones de dólares. La semana pasada, el Central sumó 61 millones, y en lo que va de enero acumuló compras por 280 millones. Además, la autoridad monetaria alcanzó 18 jornadas consecutivas sin ventas en el segmento donde operan bancos y grandes empresas. El dólar blue volvió a subir y cerró a 370 pesos, ampliando la brecha con la divisa oficial a más de 100 por ciento, mientras que el Merval trepó 3,41 por ciento y en la semana acumuló un incremento del 11 por ciento.",Economía
Amplían el uso de los fondos del blanqueo destinado a dinamizar la construcción,También se podrán comprar viviendas usadas,El Gobierno nacional oficializó este viernes la modificación de dos artículos del decreto que reglamentó la Ley 27.679 de Blanqueo para la Construcción. A través del decreto 18/2023 dispuso que se permitirá el uso de capitales que ingresen por esa vía para la compra de inmuebles usados que podrán destinarse a viviendas permanentes o para alquiler con un mínimo de diez años de arrendamiento.,Economía
El impacto de la sequía en las exportaciones,El 55 por ciento del territorio nacional afectado por falta de agua,"La producción agropecuaria argentina viene sufriendo los efectos de una sequía prolongada. Casi el 55 por ciento del territorio nacional presenta alguna condición de sequía, desde moderada hasta severa, y eso impacta directamente al funcionamiento la ""fábrica de dólares"" que el ministro de Economía Sergio Massa inauguró al asumir su gestión. A causa de la sequía se prevé una pérdida de exportaciones por 14.100 millones de dólares y el Estado dejaría de recibir por recaudación fiscal entre 3.143 y 4739 millones de dólares.",Economía
Cambios en Ganancias y Monotributo,Modificaciones en el sistema de deducciones,"El Gobierno nacional reglamentó diversos cambios tributarios previstos en la Ley de Presupuesto 2023, incluyendo modificaciones en el sistema de deducciones del Impuesto a las Ganancias y aclaraciones en la incorporación del grupo familiar para los aportes de obra social del Monotributo, a través del decreto 18/2023 publicado en el Boletín Oficial.",Economía
"Quiero ganar con el litio, quiero ser campeón mundial",Cómo aprovechar los recursos extraordinarios que tiene el país para el desarrollo tecnológico e industrial,"El precio internacional del carbonato de litio que produce la Argentina pasó de 7 mil a 50 mil dólares la tonelada en dos años. Para los próximos cinco se espera que la evolución siga en una escalada vertiginosa. Así como la economía mundial vivió la fiebre del oro, el momento actual es el de la fiebre del litio. Un mineral clave para la nueva industria, la nueva energía y la nueva vida cotidiana de los habitantes del planeta. Para 2040, la producción de litio deberá multiplicarse 40 veces para satisfacer la demanda. ",Economía
Los pagos para los Jubilados hoy viernes 13 de enero según ANSES,ANSES: los pagos de hoy viernes 13 de enero para los Jubilados,"Los cobros de haberes del mes actual es posible extraerse en las bancos autorizadas cerca a su localización, sin obligación de sacar turno y mediante de las ventanillas.",Economía
"Dólar blue hoy, dólar hoy: a cuánto cerraron el viernes 13 de enero",El dólar blue sube 10 pesos ,"El dólar blue cotizó hoy a $365,00 para la compra y $369,00 para la venta, mientras que el dólar oficial alcanzó los $179,53 para la compra y $188,53 para la venta. Con estos números la variación situó la brecha entre la cotización del dólar oficial y el dólar blue a 103.31%.Respecto de la anterior jornada hábil el blue registró una tendencia alcista: donde cotizaba a $355,00 para la compra y $359,00 para la venta.",Economía
"Massa: ""cuando hay desequilibrios, aparece el Estado para poner orden""","Compensación a productores de pollo, cerdos y huevos por subas de insumos","El ministro de Economía, Sergio Massa, junto al gobernador de Entre Ríos, Gustavo Bordet, y el secretario de Agricultura, Ganadería y Pesca, Juan José Bahillo, anunció medidas de respaldo para productores de pollo, de huevos y de cerdos para compensar los mayores costos de insumos provocados indirectamente por la vigencia del programa del ""dólar soja"" durante el mes de diciembre. ",Economía
Reclamos por el gas desde el celular,Enargas lanzó una nueva aplicación para los usuarios,"El Ente Nacional Regulador del Gas (Enargas) puso en marcha una de las primeras aplicaciones para usuarios creadas por un organismo regulador. Se trata de ""miEnargas"", una aplicación móvil para facilitar las gestiones de los clientes del servicio de gas de todo el país. La nueva herramienta permite, entre otras funciones, ingresar a la oficina virtual del organismo para realizar consultas; crear un reclamo ingresando los datos personales; hacer un seguimiento de los trámites solicitados, o consultar las distintas vías de comunicación e instancias de reclamos.",Economía
"La inflación cerró en el 94,8 por ciento anual","Se trata del mayor registro desde el año 1991, según el Indec","La inflación de diciembre se ubicó en el 5,1 por ciento y cerró el 2022 en un 94,8 por ciento, algo por debajo de las previsiones de un par de meses atrás. La relativa desaceleración de los precios en relación a los siete puntos mensuales de julio y agosto se explican por el mayor orden político que muestra el Gobierno en la gestión económica, que redundó en un par de medidas de coordinación entre la gestión de los precios y el acceso a las divisas para las importaciones de las empresas. Adicionalmente, se calmó en cierta medida el escenario de la deuda en pesos y se cumplieron con las metas acordadas con el FMI. ",Economía
Se desacelera la inflación en Estados Unidos,"Subió 6,5 por ciento en 2022","La inflación en Estados Unidos continuó moderándose en diciembre y registró una tasa del 6,5 por ciento en 2022. La variación de los precios respecto del mes anterior fue negativa en 0,1 por ciento: la primera deflación en dos años y medio. Así, los datos oficiales indican que el promedio de los precios alcanzó un mínimo desde octubre de 2021 aunque sigue más que triplicando la meta de la Reserva Federal (FED) del 2 por ciento. En tanto, la inflación en China fue 2 por ciento en 2022, por debajo de la meta del gobierno de 3 por ciento para el año. La economía acusa los efectos recesivos de años de aplicar la política cero Covid-19. ",Economía
Las canastas siguen por las nubes,Una familia necesitó en diciembre 152.963 pesos para no ser pobre en CABA,"Una familia de cuatro miembros que habita en la Ciudad de Buenos Aires necesitó en diciembre del año pasado ingresos de por lo menos 83.374 pesos para no ser considerada en situación de indigencia y de 152.963 para no quedar comprendida en la pobreza. La información aportada por la Dirección General de Estadística y Censos porteña permite medir también el costo promedio del consumo para ser considerado de clase media, el cual equivalió a 235.188 para una familia tipo.",Economía
Quintela defendió la ley provincial del litio,La norma lo declaró recurso natural estratégico en La Rioja,"El gobernador de La Rioja, Ricardo Quintela, defendió este miércoles la sanción de una Ley provincial que declara al litio y sus derivados de interés público y como recursos estratégicos, y cuestionó que ""la mayor porción de la torta se la llevan las empresas"". ""Las empresas que tenían las concesiones no hicieron absolutamente nada. Por lo tanto, hicimos que caducaran todas las licencias y vuelvan a la propiedad de las provincias"", afirmó Quintela en diálogo con la radio AM 750.",Economía
Precios según el bolsillo trabajador,La UMET publicó su informe de inflación de diciembre,"La inflación de los trabajadores asalariados registrados fue del 5,3 por ciento en diciembre, con lo cual se desaceleró 0,5 puntos porcentuales respecto a los registros de noviembre. Así lo estimó el último indicador de precios de la UMET. Se trata del segundo mes consecutivo en que la inflación termina por debajo del 6 por ciento, según el relevamiento.",Economía
Nuevo salto de los dólares financieros,"El contado con liqui se acercó a 342 pesos. El paralelo, a 359. ","El dólar blue cerró este jueves con un incremento de 2 pesos y llegó a los 359 pesos, mientras que el contado con liquidación avanzó 1,6 por ciento a 341,88 pesos. El Banco Central finalizó sin intervenciones en el mercado de cambio. No obstante, había realizado compras en las últimas jornadas, que le permitieron desde la semana pasada adquirir más de 75 millones de dólares. ",Economía
"Inflación de diciembre 2022: el Indec anunció que el índice fue de 5,1 por ciento","La suba interanual llegó al 94,8 por ciento","El Instituto Nacional de Estadística y Censos (Indec) informó este jueves que la variación que registró el Índice de Precios al Consumidor (IPC) en diciembre fue de  5,1 por ciento. En total, en los doce meses del año el IPC acumuló una suba de 94,8 por ciento. El número se sitúa unas décimas por encima de lo que proyectaba Sergio Massa pero por debajo de algunas consultoras privadas que arrojaban pronósticos alrededor del 6 por ciento.",Economía
"La inflación de los trabajadores fue del 5,3 por ciento en diciembre  ",Cerró el año con una suba del 95 por ciento,"De acuerdo con la medición del Instituto de Estadística de los Trabajadores (IET) de la Universidad Metropolitana para la Educación y el Trabajo (UMET) y del Centro para la Concertación y el Desarrollo (CCD), “la inflación de las y los trabajadores registrados fue del 5,3% en diciembre, desacelerándose en 0,5 puntos porcentuales respecto a los registros de noviembre. Por segundo mes consecutivo en los últimos seis meses, la inflación se ubicó debajo del 6% mensual”.",Economía
ANSES: los pagos de hoy jueves 12 de enero para los Jubilados,Jubilados: quienes cobran hoy jueves 12 de enero en ANSES," El cobro correspondiente se depositará en las sucursales bancarias que se encuentren habilitadas, y donde pueden atender por ventanilla y sin obligación de turno anticipado.",Economía
"Dólar blue hoy, dólar hoy: a cuánto cotizan el jueves 12 de enero",El dólar blue sube 4 pesos ,"La cotización del dólar blue es de $357,00 y $361,00, respectivamente. El valor del dólar oficial hoy es de $179,26 para la compra y $188,26 para la venta. Con estos números la variación sitúa la brecha entre el dólar oficial y el dólar blue a 99.15%.Respecto de la última jornada hábil el blue permanece con tendencia alcista: registró $353,00 para la compra y $357,00 para la venta.",Economía
Afloja la construcción,Indice Construya,"El Índice Construya cerró 2022 con una baja pronunciada del 11,5 por ciento en diciembre respecto a noviembre y del 12,7 por ciento contra diciembre de 2021. La evolución de este indicador, que mide los volúmenes vendidos al sector privado de productos para la construcción que fabrican empresas líderes del rubro, mostró un tendencia decreciente desde agosto de 2022. Aun así, en el acumulado de doce meses de 2022 consignó una mejora del 4,8 por ciento respecto del año anterior. Desde el Grupo Construya señalaron que esperan que “los despachos se recuperen en el inicio del año y se mantengan en torno de los volúmenes del 2022”.",Economía
Riesgo país en baja,Cerró a 1996 puntos,"El riesgo país perforó este miércoles el piso de 2000 puntos básicos por primera vez en siete meses. Cerró a 1996 puntos básicos, en medio de otra jornada de repunte de los bonos soberanos en dólares que treparon 2,6 por ciento en promedio. A su vez, el indicador líder S&P Merval subió un 4,1 por ciento alcanzando un nuevo récord medido en pesos. El panel líder subió 11,2 por ciento en pesos y 13,5 por ciento en dólares “contado con liqui” en lo que va del año. ",Economía
Podría perderse 25% de la cosecha,Impacto de la sequía sobre los principales cultivos,"La producción de trigo de la campaña 2022/23 ya perdió 5,1 millones de toneladas a causa de la sequía, comparando las estimaciones actuales de producción con las proyectadas en septiembre pasado, al inicio de la campaña. En cuanto a la cebada, la merma alcanza a 1,2 millones de toneladas. Se trata de los dos principales cultivos de invierno, cuya etapa productiva ya se encuentra definida. Duichas cifras surgen de un estudio de la Bolsa de Cereales de Buenos Aires titulado Impacto de la sequía sobre la campaña 2022/2023.",Economía
Recuperación de la industria,"El uso de la capacidad instalada, cercana al 70% en noviembre","La utilización de la capacidad instalada (UCI) en la industria fue 68,9 por ciento en noviembre y alcanzó el nivel más alto desde el pico de 69,6 por ciento en agosto pasado. Así, se interrumpe la tendencia levemente decreciente del indicador desde entonces. En comparación con 2021, la UCI alcanzó un nivel similar pues había sido de 68,4 por ciento en igual mes. En tanto superó las marcas de noviembre de 2020 y 2019, años de crisis en donde la UCI alcanzaba un 63,3 y 60,7 por ciento, respectivamente. ",Economía
"En La Rioja, el litio ya es un recurso natural estratégico",La ley provincial genera un debate nacional sobre el rol del Estado en la producción minera,"En gran parte del mundo minero, el término recurso estratégico pareciera haberse convertido en una mala palabra. La última sesión ordinaria de la Cámara de Diputados riojana en diciembre del año pasado declaró al litio y sus derivados como recursos naturales estratégicos. La ley habilita, entre otros puntos, a suspender los permisos exploratorios y concesiones ya otorgadas. ",Economía
Las telefónicas tendrán que requerir reconocimiento facial para cambiar tarjetas SIM,Enacom publicará una resolución,"El Ente Nacional de Comunicaciones (Enacom) obligará a las operadoras de telefonía móvil a modificar sus sistemas de seguridad y adoptar el reconocimiento biométrico a la hora de requerir una nueva tarjeta SIM por hurto o sustitución, con el objetivo de evitar los casos de robo de identidad y hackeo. ",Economía
El contrabando que no fue,Soja a Brasil,"La Aduana, en conjunto con Gendarmería Nacional, evitaron el contrabando de 150 toneladas de soja que se intentaban ingresar a Brasil, en un control en la provincia de Misiones, según consignó el organismo tributario. De esta manera, bajo instrucción del Juzgado Federal de Oberá se secuestraron 146.710 kilogramos de soja quebrada o partida a granel de producción argentina, con un valor en plaza según personal especializado en valoración de la DGA de 15 millones de pesos. Desde el organismo explicaron que “la provincia de Misiones no produce, consume muy poco y tampoco la emplea como materia prima, sin embargo los datos relevados por las autoridades dan cuenta que el volumen de granos con destino a la tierra colorada se ha incrementado de manera exponencial”.",Economía
El Foro de Davos advirtió sobre los riesgos que enfrenta Argentina,"Puso el foco en la alta inflación, la crisis de la deuda y el abastecimiento de materias primas","El Foro Económico de Davos, que reúne a grandes empresarios y líderes políticos, advirtió que la Argentina enfrentará este año una serie de riesgos serios en su economía, como la inflación alta y sostenida, la crisis de la deuda y el suministro de materias primas. La información surge de ""The Global Risks Report 2023"", documento que se presentó este miércoles, previo al inicio de la sesión anual del Foro, que se realizará entre el 16 al 20 de enero en aquella ciudad suiza.",Economía
Suba en servicios públicos,En octubre,"La utilización de los servicios públicos subió 0,3 por ciento en octubre respecto al mes anterior, interrumpiendo así tres meses consecutivos a la baja. En la comparación contra octubre de 2021 la medición aumentó 5,2 por ciento, según informó el Indec. El transporte de pasajeros y el de carga aumentaron 1 por ciento mensual, mientras los vehículos pasantes por peaje crecieron 3 por ciento. En la comparación interanual sobresale la suba del transporte de pasajeros con un rebote del 64,3 por ciento. La demanda de energía eléctrica, gas y agua subió el 1 por ciento mensual y la telefonía 0,1 por ciento, en tanto la recolección de residuos retrocedió -2,2 y el servicio de correo postal, 6,3. ",Economía
Los pagos para los Jubilados hoy miércoles 11 de enero según ANSES,ANSES: los pagos de hoy miércoles 11 de enero para los Jubilados,"Los pagos de este mes es posible obtenerse en sus sucursales bancarias habilitadas cercanas a su localización, sin obligación de sacar turno y mediante de las ventanillas.",Economía
"Dólar blue hoy, dólar hoy: a cuánto cerraron el miércoles 11 de enero",El dólar blue ,"El dólar blue cerró su cotización a $355,00 para la compra y $359,00 para la venta, mientras que la oficial $179,21 y $188,21, respectivamente, lo que llevó la brecha entre el oficial y el dólar blue a 98.09%.En relación de la anterior jornada hábil, el blue continuó con tendencia alcista, ya que los valores de ese día fueron: $355,00 para la compra y $359,00 para la venta.",Economía
Ingresos por retenciones,9691 millones de dólares en 2022,"Las principales seis cadenas agroindustriales de granos aportaron durante 2022 un total de 9691 millones de dólares, equivalentes a algo más de 1,4 billones de pesos, en concepto de derechos de exportación, según estimó la Bolsa de Comercio de Rosario. De ese total, el 87 por ciento fue por envíos del complejo sojero, al ser la cadena con mayor volumen de ventas en valor FOB, a la vez que enfrenta las alícuotas más altas del 30 por ciento. El año pasado ese complejo recibió el incentivo en dos oportunidades de un régimen de tipo de cambio diferencial conocido como Programa de Incremento Exportador (PIE) o dólar soja. Así, la cadena sojera aportó 8273 millones  de dólares durante todo el año, equivalentes a algo más de 1,2 billones de pesos. De ese total, la mitad se recaudó durante los meses que estuvo operativo el dólar soja.",Economía
Turismo receptivo,Noviembre,"El movimiento del turismo internacional registró en noviembre una suba interanual de 320,3 por ciento en relación con la llegada de extranjeros, luego de que se registrara el ingreso de 199.900 personas por vía aérea, según datos del Indec. En los once meses transcurridos del año, se alcanzaron 1,49 millones de llegadas de turistas no residentes, una suba de 975,7 por ciento respecto del mismo período del año anterior. En su Encuesta de Turismo Internacional (ETI), que se emite a dos meses de cerrado el período, el organismo precisó que la cantidad de turistas que ingresaron en noviembre por todas las vías de acceso al país fueron 438.000 De esa cantidad, el 45,6 por ciento de no residentes arribaron a Argentina a través de la vía aérea.",Economía
La economía crecería un 2 por ciento este año,"Quedaría por encima de Brasil y México, de acuerdo al Banco Mundial ","El Banco Mundial (BM) estimó que la Argentina crecerá un 2 por ciento en 2023. La previsión figura en su último reporte de ""Perspectivas económicas globales: América Latina y el Caribe"", donde además proyecta que el crecimiento en América Latina se desaceleraría desde el 3,6 por ciento en 2022 al 1,3 por ciento en 2023. ",Economía
"""Hay una recuperación muy importante""",Cecilia Todesca Bocco destacó el crecimiento económico,"La secretaria de Relaciones Económicas Internacionales de la Cancillería, Cecilia Todesca Bocco, dijo que las perspectivas de crecimiento para 2023 permitirían que la economía argentina mantenga un ritmo positivo durante tres años, algo que no se observa desde los 2006, 2007 y 2008.",Economía
"Deuda en pesos, con mejor nota","Luego del último canje, S&P revirtió su decisión","El Banco Central finalizó este martes con compras por 12 millones de dólares, que se suman a los 3 millones adquiridos el lunes y a los 61 millones de la semana anterior. La autoridad monetaria no realizó intervenciones de venta con reservas en 15 jornadas consecutivas en el mercado de cambio mayorista. ",Economía
Nueva suba del gas desde marzo,Es el quinto aumento en menos de un año y falta uno más este trimestre,"La Secretaría de Energía aprobó un aumento del precio del gas puesto en punto de ingreso al sistema de transporte (PIST), lo cual constituye aproximadamente la mitad del precio final de la factura que le llega al consumidor. Como el aumento en el precio del producto reconocido por la resolución 610 publicada este martes está en tornó al 28,3%, se estima que su incidencia en el precio final que paga el consumidor residencial será de poco más del 14%. Este aumento se empezará a aplicar a partir de los consumos de marzo.",Economía
"Inflación en CABA: 5,8% en diciembre","El incremento de precios minoristas llegó a 93,4% en el año","La inflación en la Ciudad Autónoma de Buenos Aires (CABA) alcanzó el 5,8 por ciento en diciembre, similar al resultado de noviembre, y computó un 93,4 por ciento para todo el 2022, según la información publicada por la Dirección de Estadística de la ciudad el lunes. ",Economía
Menos locales vacíos en avenidas,De acuerdo a un relevamiento de la Cámara de Comercio,"La cantidad de locales vacíos en las principales zonas comerciales de la Ciudad de Buenos Aires se redujo a la mitad en el último bimestres de 2022 respecto de igual período de 2021, así lo informó un relevamiento de la Cámara Argentina de Comercio y Servicios (CAC) difundido el martes. En concreto, entre noviembre y diciembre de 2022 se detectaron un total de 205 locales en venta, alquiler o cerrados en las áreas relevadas, lo cual representó una caída del 47,6 por ciento. Es un indicador de que la actividad comercial recuperó dinamismo en los últimos meses del año, un fenómeno que en parte se explica por el mundial de futbol y las políticas del gobierno orientadas a mantener el consumo. ",Economía
Nada sin (nuestra) gente,Opinión,"Hay dimensiones que escapan, incluso, a las más afiebradas de las fantasías humanas. Tan inasibles son que su escala pareciera pertenecer a un mundo extragaláctico en el que, la mera noción de medida, por ejemplo, no encontraría parangón posible en ninguna referencia terráquea.",Economía
"Dólar blue hoy, dólar hoy: a cuánto cerraron el martes 10 de enero",El dólar blue ,"El dólar blue cerró su cotización a $353,00 para la compra y $357,00 para la venta, mientras que la oficial $179,11 y $188,11, respectivamente, lo que llevó la brecha entre el oficial y el dólar blue a 97.09%.",Economía
Reducción de anticipos de Ganancias para mipymes,Las que pagaron el bono de fin de año podrán solicitar desde mañana el beneficio,"La Administración Federal de Ingresos Públicos (AFIP) reglamentó la opción de reducción del pago del anticipo del Impuesto a las Ganancias a las Micro, Pequeñas y Medianas Empresas (Mipymes) que hayan pagado a sus empleados la asignación no remunerativa de $24.000 de diciembre de 2022.",Economía
Consumir energía con más eficiencia,Crean el Programa Nacional de Etiquetado de Viviendas,"La Secretaría de Energía creó el Programa Nacional de Etiquetado de Viviendas (Pronev), con el propósito de impulsar medidas de eficiencia energética en la construcción y refacción de inmuebles familiares, que representan más de la cuarta parte del consumo total de electricidad en todo el país. La medida se plasmó por medio de la resolución 5/2023, publicada este lunes en el Boletín Oficial, y en ella se invita a las 23 provincias y la Ciudad de Buenos Aires a adherirse al programa a través de la firma de convenios con la Subsecretaría de Energía Eléctrica.",Economía
El ENRE renovó la aplicación que permite calcular el consumo energético,Se puede consultar desde el celular,"El Ente Nacional Regulador de la Electricidad (ENRE) renovó su aplicación digital que permite estimar cuánta electricidad consumen los electrodomésticos que cada usuario posee, consultar el consumo anual del hogar y repasar consejos de ahorro energético. Según precisaron desde el organismo a cargo de Walter Martello, se trata de ""una calculadora de consumo eléctrico"".",Economía
El empleo privado sigue su marcha ascendente,22 meses consecutivos de números positivos en materia laboral,"A pesar de la fragilidad de la economía argentina en materia de acceso a las divisas y a la alta inflación, los indicadores de empleo se mantienen en terreno positivo. De acuerdo a la última Encuesta de Indicadores Laborales (EIL) que confecciona el Ministerio de Trabajo, el nivel de empleo privado registrado en empresas de más de 10 personas ocupadas presentó en noviembre pasado un crecimiento de 0,4 por ciento con relación al
mes anterior, lo cual permite anticipar un dato positivo para ese mes por parte del Sistema Integrado Previsional Argentino (SIPA).",Economía
Siguen las críticas a Aracre,"Había propuesto ""modernizar"" la legislación laboral","Las declaraciones de Antonio Aracre, el ex CEO de Syngenta y próximo jefe de asesores del presidente Alberto Fernández, acerca de una reforma laboral siguen levantando críticas en el universo del kirchnerismo. La senadora bonaerense María Teresa García le dedicó a Aracre que ""¿usted tiene idea de lo qué es el Peronismo, Perón, Evita, los trabajadores, sus derechos...?
Si no tiene idea, cobijese en ese cargo, y no hable!
Tenga respeto por los que luchan todos los días"".",Economía
Dólar: Jornada oscilante,"Subió dos pesos el blue, baja de los financieros","El Banco Central finalizó este lunes con compras por alrededor de 3 millones de dólares, que se suman a los 61 millones de dólares adquiridos la semana pasada. Con esto, la autoridad monetaria acumuló catorce jornadas consecutivas sin ventas en el mercado de cambios en el que operan bancos y grandes empresas. En la jornada, el dólar blue subió 2 pesos a 356, mientras que el tipo de cambio oficial se ubicó en 187,22 pesos, al subir 1,11 pesos respecto del viernes.",Economía
Tensiones distributivas en un año que será clave,Informe de coyuntura del ex viceministro de Economía Roberto Feletti,"La Argentina enfrenta importantes desafíos en el plano local e internacional para 2023 vinculados a la política y la economía. En el último informe de coyuntura a cargo del ex viceministro de Economía y ex secretario de Comercio Roberto Feletti se enumeraron los principales frentes de tensión, destacándose los distributivos. También preocupan los vencimientos de la deuda a partir de 2025.",Economía
ANSES Jubilados: quiénes cobran hoy martes 10 de enero,Los pagos de ANSES de hoy martes 10 de enero para los Jubilados," La prestación correspondiente se depositará en los bancos habilitados, y donde atienden por ventanilla y sin precisar de turno anticipado.",Economía
"Dólar blue hoy, dólar hoy: a cuánto cerraron el lunes 09 de enero",El dólar blue ,"El dólar blue cerró su cotización esta jornada un 96.40% arriba del dólar oficial. Cotizó a $355,00 para la compra y $351,00 para la venta. El valor de la divisa extranjera en el mercado oficial fue de $178,72 y $187,72.Respecto de la anterior jornada hábil el blue registró una tendencia alcista: donde cotizaba a $351,00 para la compra y $355,00 para la venta. ",Economía
Massa anticipó una inflación por debajo del 5% para diciembre,"“El objetivo es poner el tres adelante en abril”, insistió","El ministro de Economía, Sergio Massa, anticipó que la inflación de diciembre terminó por abajo del 5 por ciento al igual de lo ocurrido en noviembre, cuando el Índice de Precios al Consumidor (IPC) dio un 4,9 por ciento. ""Diciembre, de acuerdo a la proyección de la Secretaría de Programación Económica, estaría también con el cuatro adelante. Vamos a ver cuándo el Indec publique"", señaló Massa en una entrevista publicada por el diario Perfil. A su vez, afirmó que el crecimiento del PBI “va a estar bastante arriba del 5 por ciento”. Cuando le preguntaron si podía llegar a ser candidato a presidente por el Frente de Todos se limitó a responder que “no recuerdo ningún caso de ministro de Economía que haya sido candidato a presidente”.",Economía
Estabilizar para evitar la crisis,Temas de debate. Los desafíos que plantea la economía para 2023,Producción: Javier Lewkowicz,Economía
