titulo,subtitulo,primer_parrafo,seccion
"La despedida a Héctor Otheguy, baluarte de la ciencia y la tecnología argentina",El recuerdo y el legado que deja uno de los fundadores de INVAP  ,"Esta madrugada, en una clínica de CABA, falleció Héctor “Cacho” Otheguy. Presidía el directorio de INVAP, tenía 73 años y de manera reciente había sido operado de una afección cardíaca. Junto a Conrado Varotto –en diciembre pasado reconocido como Investigador de la Nación– fue uno de los fundadores de INVAP. “Varotto lideró la creación de INVAP y Cacho protagonizó el primer grupo, fue su mano derecha en la fundación de esta empresa de tecnología que, desde un comienzo, se propuso hacer frente a las necesidades de Río Negro. Me refiero a la generación de puestos de trabajo y la producción de innovaciones tecnológicas de altísima calidad. En los 70’s existía un plan nuclear muy ambicioso y Otheguy fue clave. Había un ambiente científico-tecnológico muy lindo, había infraestructura, había futuro y la masa crítica necesaria para llevar a cabo grandes objetivos como los que finalmente se lograron”, dice Hugo Albani, actual presidente en ejercicio de INVAP y un viejo compañero de Otheguy. Y continúa con su relato cronológico: “En el 91’, al asumir la gerencia general, quedó a cargo de la conducción y la organización. Hace unos años dejó este lugar para que las nuevas generaciones ocuparán la línea ejecutiva. No obstante, siguió en la presidencia del directorio. En este último tiempo, lo suplantaba de manera interina”. Como Río Negro es propietaria de INVAP, el entonces gobernador Alberto Weretilneck (hoy senador nacional), decidió que parte de ese grupo fundador ocupara el directorio (un espacio tradicionalmente ocupado por políticos) para continuar con la tradición y la impronta originaria. ",Ciencia
Confirman la segunda curación de una persona con VIH  ,"Se trata de Adam Castillejo, venezolano popularmente conocido como “el paciente de Londres”  ","Adam Castillejo, de 40 años, es venezolano pero reconocido mundialmente como “el paciente de Londres”. Se sometió a un trasplante de médula ósea en 2016 porque también afrontaba un cáncer y desde hace 29 meses, pese a suspender el tratamiento antirretroviral, no registra ningún rastro de la infección del virus en su sangre. La investigación, llevada a cabo por el profesor Ravindra Kumar Gupta de la Universidad de Cambridge (Reino Unido), fue publicada en la revista The Lancet HIV. En ella, el líder del trabajo plantea: “Nuestros hallazgos muestran que el éxito del trasplante de células madre como una cura para el VIH, reportada por primera vez hace nueve años en el paciente de Berlín, puede ser replicada”. Y completa: “solo se advierten restos fósiles de ADN viral y sin capacidad infecciosa”.",Ciencia
Murió el científico argentino Mario Bunge,Tenía 100 años,"El físico, filósofo y epistemólogo argentino Mario Bunge murió a los 100 años en Montreal, Canadá. Su muerte fue dada a conocer por la Fundación Princesa de Asturias, que en 1982 le concedió el galardón de Comunicación y Humanidades.",Ciencia
La despedida al “Maestro del Mesozoico”," José Bonaparte, el adiós a uno de los paleontólogos que más dinosaurios descubrió en la historia","Nació en Rosario en 1928 y pronto se mudó a Mercedes –a 96 kilómetros de la Ciudad de Buenos Aires–. La localidad sirvió de cuna y escenario principal para un apasionado por los fósiles, un fanático desde el principio y hasta el final. Bonaparte elaboró catálogos enteros con hallazgos que protagonizó a lo largo de su vida de manera descollante. Según reconocen quienes le siguieron el paso de cerca “era una máquina que nunca cesaba de picar y palear rocas”.",Ciencia
Detectan una señal de radio de otra galaxia,Algunos creen que podrían ser mensajes de alguna civilización lejana,"Una señal de radio que llega a la tierra desde el espacio profundo fue detectada recientemente por un equipo de científicos espaciales radicados en Canadá. Las ondas, que son recibidas de manera constante en un ciclo que se repite cada 16 días, abrieron un extenso debate con numerosas teorías sobre su origen.",Ciencia
“Hoy resulta imposible pensar en una Argentina a 20 años”,"Guillermo Folguera, biólogo e investigador del Conicet, sobre el deterioro de los suelos","Las tierras campesinas pensadas como tierras del sacrificio. Exprimidas hasta el hartazgo, saturadas de agrotóxicos que barren con la riqueza de la naturaleza y obligan al desplazamiento de las comunidades no urbanizadas. El avance de la frontera agrícola y un extractivismo verde que no tiene reparos ni conoce de ética ecológica. La agroecología como una propuesta que puede quebrar el paradigma de la producción agrícola a escala industrial y transformarse en una nueva forma de vida. Sobre todo ello ensaya una reflexión Guillermo Folguera, que cultiva una perspectiva con raíces en la filosofía de la biología.",Ciencia
La astrofotógrafa del fin del mundo,"Estuvo en la Antártida, tomó imágenes alucinantes y las comparte como pretexto para divulgar ciencia","De chica, por las noches, salía con la familia a caminar por su barrio en Las Flores (Buenos Aires). El cielo nocturno, apagado, mostraba su mejor perfil y era foco principal de distracción para los Álvarez. Algunas veces, incluso, agarraban las cañas de pescar y probaban suerte en los arroyitos del partido bonaerense, bautizado en 1856 por Don Manuel Venancio Paz. “Miraba las estrellas pero no entendía demasiado. Siempre me acuerdo que mi viejo hacía hincapié en el ‘lucero’ y me mostraba los ‘puntitos’ que se movían. De grande me di cuenta que se trataba de Venus y que aquellos puntos pequeños que cambiaban de lugar no eran más que satélites. Ahora miro el cielo con otros ojos; el conocimiento te ayuda a llenar de sentido las cosas”, señala Jorgelina Álvarez, una joven meteoróloga de 31 años, apasionada por la astrofotografía.",Ciencia
Dime cómo es tu saliva y te diré quién eres,Científicos del Conicet desarrollan el primer test de riesgo genético de Argentina,"Hace apenas unos días, Bitgenia –compañía de base tecnológica– presentó al mercado el primer test de riesgo genético. El sistema es sencillo y brinda información valiosa: desde la predisposición a desarrollar enfermedades específicas, así como también, arroja datos alimenticios y tendencias para lesiones y cualidades deportivas. Turjanski es doctor en Química (UBA) y director científico de la empresa que aglutina jóvenes universitarios, becarios e investigadores de carrera del Conicet.",Ciencia
Con el microscopio en las cárceles,Investigadoras del Conicet analizan el presente del Sistema Penitenciario Federal  ,"Andrea Lombraña, doctora en Filosofía, y Natalia Ojeda y Carolina Di Próspero, doctoras en Antropología Social, son investigadoras del Conicet en el Instituto de Altos Estudios Sociales de la Universidad Nacional de San Martín. Desde allí, en el marco provisto por el Programa Nacional de Ciencia y Justicia, recurren a las herramientas de la filosofía y la antropología, exploran la vida en las cárceles y trazan un diagnóstico sobre las posibilidades de inclusión social que tienen las personas privadas de libertad, una vez que la recuperan. De manera reciente, a través de la Resolución 184/2019, el Ministerio de Justicia y Derechos Humanos de la Nación, declaró la emergencia en materia penitenciaria.",Ciencia
Aumento para las becas del Conicet,"""Es un primer paso para empezar a poner la ciencia de pie""","El ministro de Ciencia y Tecnología, Roberto Salvarezza, anunció que el gobierno de Alberto Fernández aplicará un aumento progresivo de más de 15 mil pesos para las becas doctorales del Conicet, que se sumará además al lanzamiento de 400 becas extras que se sumarán al plantel actual. ",Ciencia
Una tecnología que no da puntada ni hilo,Científicos argentinos diseñan un dispositivo que facilita la cicatrización de heridas quirúrgicas,"En breve INCLODE (“Dispositivo de incisión y cierre”, siglas en inglés) podría revolucionar el campo de la medicina y, en concreto, suavizar el paso por la sala de operaciones. Si bien las tecnologías invaden los quirófanos desde hace tiempo, nadie había pensado lo suficiente respecto de cómo reemplazar el mecanismo más antiguo de todos: la artesanal e histórica sutura con aguja e hilo. El cierre de heridas, una etapa decisiva que, para colmo, depende de la precisión de los cirujanos; cualidad que, no obstante esté bien entrenada, como alguna vez pronunció un mentalista muy mediático “puede fallar”. Bajo estas premisas, y con el propósito de disminuir la probabilidad de infecciones y mejorar la calidad de las cicatrizaciones, Diego Fridman (médico UBA) y compañía se propusieron llenar este vacío con conocimiento del bueno y aplicado a situaciones concretas. Desde cesáreas a cualquier operación programada, la nueva tecnología creada por cerebros argentinos, promete grandes resultados. A continuación, el director científico del proyecto narra todos los detalles al respecto. ",Ciencia
"Crean ""robots vivos"" a partir de células de rana  ","Podrían suministrar medicamentos, limpiar residuos tóxicos o recoger microplásticos","Un equipo de científicos logró construir milimétricos ""robots vivos"", ensamblados a partir de células de ranas, que podrían servir para suministrar medicamentos, limpiar residuos tóxicos o recoger microplásticos en los océanos.",Ciencia
"Clorpirifos, otro insecticida que enciende las alarmas","Melina Alvarez, lideró un trabajo sobre la  toxicidad del producto","El clorpirifos es un insecticida utilizado para el control de numerosos insectos plaga en cultivos de soja, maíz, trigo y cebada. Goza de buena circulación aunque constituye una auténtica amenaza para la salud humana. El tóxico –comercializado para su empleo masivo, así como también para uso domiciliario y veterinario– puede desencadenar desde incoordinación motora hasta muerte por asfixia, aunque a niveles supuestamente “inofensivos” ocasiona retraso en la maduración embrionaria, deterioro del crecimiento y de la reproducción, cambios comportamentales y neurológicos, deformidades y mortalidad a largo plazo. Precisamente, por ello fue prohibido en EEUU y en muchos países de Europa. Un trabajo de investigadores argentinos publicado en la revista del rubro “Environmental Toxicology and Chemistry” comprobó que el agua de Claromecó y Tres Arroyos (Buenos Aires) contiene niveles de la sustancia muy por encima de lo recomendado. Melina Alvarez, doctora en Biología y docente-investigadora en la Universidad Nacional de Hurlingham y en la Universidad Nacional de Moreno, que participó en el trabajo, conversó con Página|12.",Ciencia
Condenaron al científico que editó el genoma de dos gemelas  ,"He Jiankui, el “Frankestein chino”  ","En noviembre de 2018 He Jiankui (Southern University of Science and Technology of China) comunicaba una noticia que, de tan explosiva, atravesaba las paredes de la comunidad científica. Gracias a las bondades de la revolucionaria técnica de edición genética, Crispr/Cas9, modificaba el genoma de gemelas chinas y las volvía resistentes al HIV. Esta semana el genetista fue declarado culpable por un tribunal de Shenzhen. Como castigo deberá cumplir con tres años de cárcel y con el pago de, aproximadamente, 430 mil dólares (tres millones de yuanes). Además, ya no estará habilitado para realizar ninguna tarea profesional relacionada al mundo de la salud. Dos de sus colaboradores recibieron sentencias equivalentes.",Ciencia
Sandra Díaz fue reconocida por Nature como una de las diez personalidades de la ciencia más influyentes de 2019,La guardiana de la biodiversidad,"Sandra Díaz fue seleccionada por la prestigiosa revista Nature como una de las diez figuras científicas más influyentes del mundo. Es doctora en Ciencias Biológicas e investigadora superior del Conicet en el Instituto Multidisciplinario de Biología Vegetal de la Universidad Nacional de Córdoba, desde donde brilla en el campo específico de la ecología. Nació en Bell Ville en 1961, ciudad que --de acuerdo al último censo-- es habitada por 34 mil personas y reconocida, históricamente, por la fabricación de pelotas de fútbol. ",Ciencia
Entre la ciencia y las tablas,El teatro como medio de divulgación del conocimiento científico,"Como docente dicta la materia Ecología de poblaciones en la Facultad de Ciencias Naturales de la Universidad Nacional de La Plata. Como investigadora se especializa en el estudio de las cotorras; la apasiona analizar cómo colonizan los espacios urbanos, descifrar los motivos de su parloteo característico y la construcción de los nidos, auténticos imperios que pueden llegar a pesar hasta 200 kilos. Conoce y se reconoce en la institución platense como si fuera un espejo. Ingresó a los 17 años, luego se doctoró y después decidió que estaba preparada para estar al frente de un curso. Hasta aquí, nada fuera de lo normal. De hecho, el derrotero se asimila al que atraviesan miles de intelectuales en Argentina.",Ciencia
Un premio y mucho autoelogio,Macri y Barañao buscaron maquillar la crisis en la ciencia,"“Este es mi último stand up en la Casa de Gobierno”. Así comenzó su discurso con tono jocoso uno de los animadores del evento, el secretario de Ciencia y Tecnología, Lino Barañao. La cita tuvo al Museo de la Casa Rosada como escenario principal. Se entregaba la Distinción al Investigador de la Nación 2018 y otros reconocimientos. El presidente Mauricio Macri completó el intento reivindicatorio de su gestión en el área: “Invertir en conocimiento es fundamental, la innovación es central para seguir creciendo y para poder integrarnos a un mundo cada vez más desafiante"", sostuvo pese a que en su Gobierno el sector quedó desguarnecido, sin peso simbólico y mucho menos material.",Ciencia
Qué es el Agujero Azul,,"“El fondo marino del Agujero Azul está dentro de la Plataforma Argentina, de modo que, así como existen beneficios por hacerse cargo de una superficie mayor y tener derechos sobre más territorio, el Estado también debería hacerse cargo de protegerlo”, apuntó el investigador de Ibiomar-Conicet y cofundador de la fundación Proyecto Sub, Martín Brogger.",Ciencia
"""La situación del fondo marino es como la del Amazonas incendiado"" ",Página/12 en el barco de Greenpeace: corroboran con imágenes la depredación en el Atlántico,"La campaña de Greenpeace en el Agujero Azul, de la que participa Página/12, logró captar imágenes del fondo marino de esa zona, que nunca había sido visto antes. El día previo a dirigir la proa del barco Esperanza hacia el norte con destino al puerto de Buenos Aires, la expedición había logrado obtener documentación de pesqueros chinos, surcoreanos y españoles, había podido entrar en contacto con ellos --incluso abordar un barco de bandera china --, recoger imágenes de pequeros de arrastre y verificar por radar cómo muchas de esas naves apagan sus sistemas AIS para no ser detectados. Pero todavía quedaba una deuda: filmar el fondo marino para ver los daños causado por la pesca de arrastre. Para ello, la organización ambientalista se equipó con cámaras especiales como la ROV-Cam y la Towcam --la primera es un robot submarino para filmar y la segunda una cámara acuática de remolque--, e invitó al biólogo, investigador de Ibiomar-Conicet y cofundador de la fundación Proyecto Sub, Martín Brogger. Luego de varios intentos, la misión pudo ser completada el lunes. Las conclusiones son alarmantes: “Lamentablemente está todo arrasado”, aseguró Brogger.",Ciencia
Balance en la comunidad científica tras cuatro años de Cambiemos,Qué encontró y qué deja en Ciencia y Tecnología,La inmensa mayoría de la comunidad científica sostiene que la gestión del oficialismo ha sido paupérrima. Así lo confirma un estudio reciente publicado por el colectivo de Científicas y Científicos y Universitarias y Universitarios de Buenos Aires que anuncia que 8 de cada 10 investigadores considera a la administración actual de manera negativa.,Ciencia
"Alberto Roseto, el científico especializado en virus que comenzó como pediatra del Posadas",Es argentino y dirigió el Centre National de la Recherche Scientifique francés,"Alberto Roseto tiene 74 años y actualmente está jubilado, pero hizo de todo. Se recibió de médico en la UBA y fue pediatra en el Hospital Posadas. A mediados de los 70’s recibía decenas de chicos con diarrea infantil, así que un día no aguantó más y viajó con la materia fecal al Malbrán. Eran tantas las dudas que acumulaba en la guardia que decidió descubrir las respuestas por su cuenta. ",Ciencia
Qué son las súperbacterias y cómo combatirlas,"Según la OMS, hacia 2050, podrían producirse diez millones de muertes anuales por infecciones bacterianas ","Con su desarrollo, durante la primera mitad del siglo XX, los antibióticos apagaron en el cerebro de los humanos el temor de morir infectados. Alexander Fleming iluminó el camino al descubrir los efectos de la penicilina y millones de soldados pudieron salvar sus pellejos durante la Segunda Guerra Mundial. Sin embargo, el empleo excesivo e incorrecto de los medicamentos, con el tiempo, tornó a las bacterias más resistentes y condujo a su evolución en “súperbacterias”. ",Ciencia
Ingeniería nuclear: solo se reciben entre seis y ocho ingenieros por año,Cómo revertir la imagen de una carrera esencial para el desarrollo tecnológico,"Pablo Vizcaino es investigador del Conicet y Director de Ingeniería Nuclear con orientación en Aplicaciones del Instituto Dan Beninson. La carrera surgió en 2015, como fruto del impulso que en el mismo año generó el Plan Nacional de Medicina Nuclear, cuando la ciencia y la tecnología tenían más presupuesto y ocupaban un sitio de mayor privilegio para el elenco gubernamental. Luego, con la administración macrista la inercia se fue quebrando y, junto a ello, se derrumbaron de manera acelerada muchas de las iniciativas que vinculaban saber y soberanía. En la actualidad, aunque se ofrecen becas de estudio, solo se recibe un puñado de ingenieros nucleares al año. ¿La hipótesis? La disciplina tiene mala imagen: la cursada se presume difícil y la serie --que grafica el desastre nuclear en Chernobyl y rememora sus trágicas consecuencias-- incrementa la desconfianza. A continuación, Vizcaino describe el rol que tienen las tecnologías nucleares en un campo tan sensible como la salud y enfatiza la necesidad de que más estudiantes puedan a animarse a cabalgar el terreno. ",Ciencia
Se suma una nueva rama al árbol de la historia humana,El estudio afirma que el origen de la humanidad debe situarse en el sur de África hace 200 mil años ,"Todo comenzó en África y sobre eso no hay dudas. Aunque históricamente el modelo de la ciencia positivista y el credo etnocentrista europeo haya hecho malabares para maquillar la realidad, el antecesor más reciente del ser humano moderno surgió allí. Hace un tiempo nada despreciable, los expertos en biología humana de todas las latitudes debieron consensuar que en aquel continente invisibilizado se forjó todo. En efecto, la región que fue tildada de “primitiva” resultó ser la cumbre de la vanguardia. Sin embargo, a pesar del acuerdo rubricado por la comunidad científica, todavía no se tienen demasiadas precisiones acerca del sitio específico. El problema obvio es que el continente africano es grande (una superficie que supera los 30 millones de kilómetros cuadrados) y los equipos que alrededor del globo buscan atribuirse la medalla de “haber reconstruido el árbol genealógico humano” desde las más profundas raíces se multiplican. En esta trama de disputas se inserta el presente estudio que, de manera reciente, fue publicado en la prestigiosa revista Nature y estuvo encabezado por un equipo multidisciplinario del Instituto Garvan de Investigaciones Médicas en Sidney, con aportes de especialistas coreanos y sudafricanos.",Ciencia
“Nadie deja de hablar una lengua porque quiere”,Lucía Golluscio desde hace cuatro décadas documenta tesoros lingüísticos de los pueblos indígenas,"“En África, cuando una persona anciana muere, una biblioteca arde”. La frase fue pronunciada por el escritor y etnólogo malí Amadou Hampâté Bâ, en una reunión de la UNESCO de 1960, atravesó a los presentes como una lanza y se transformó en proverbio. Más de medio siglo después, la ONU decidió declarar al 2019 como el Año Internacional de las Lenguas Indígenas. Lucía Colluscio nació en 1948 y desde hace más de cuatro décadas concentra sus esfuerzos en preservar los tesoros lingüísticos de la región. En el camino, formó una familia, tuvo hijos, se doctoró en la Universidad Nacional de La Plata y devino en docente de la Universidad de Buenos Aires. A pesar del tiempo, quienes la conocen aseguran que sus ojos desprenden la misma frescura que la desbordaba cuando todo empezó. A comienzos de los 70’s, a esta jovencita graduada en Letras, se le presentaba una oportunidad única: la invitaban a trabajar en un proyecto interdisciplinario de la recién creada Universidad Nacional del Comahue. El propósito era claro, pues, pretendían trazar un diagnóstico de las comunidades mapuches en Neuquén y la comunicación ocupaba un lugar de privilegio. Aceptó, armó su mochila y se marchó sin pensarlo demasiado a Anecón Grande, Río Negro. “Me hubiera dedicado a literatura medieval, que también me encantaba, pero por suerte esa experiencia me cambió la vida. Tuve el privilegio de conocer a sabios ancianos y ancianas mapuches, sus formas de vida y su filosofía y me permitió el acceso a su lengua maravillosa. Fuimos a un Camaruco (ceremonia sagrada, ritual), una instancia vocacional que me empujó a centrar mi investigación en los pueblos indígenas y sus lenguas, una manera de reunir lo científico y mi interés social”, recuerda.",Ciencia
Arte para difundir la ciencia,"Ayelen Valko, investigadora y artista   ","Cuando algunos seres vivos dejan de alimentarse durante un tiempo se activa la autofagia. ¿Qué implica eso? Al interior de las células se forman vesículas que capturan poco a poco a los citoplasmas, se fusionan con lisosomas --que poseen enzimas-- y desatan la degradación. Se trata de un proceso de autodigestión de las células, un mecanismo destructivo que, sin embargo, les permite sobrevivir ante situaciones adversas. “Sucede en la mayoría de las células eucariotas que se encuentran metabólicamente activas y se exacerba cuando son sometidas a distintas condiciones de estrés, como puede ser el ayuno”, señala Ayelén Valko, becaria posdoctoral del Conicet en el Instituto Leloir e ilustradora científica. Esta expresión de la maquinaria celular aparenta ser compleja pero es bien sencilla de comprender: como la célula no tiene alimento se comienza a digerir a sí misma con el propósito de obtener energía y lograr sobrevivir. El problema sobreviene, claro, cuando esta situación de restricción nutricional se prolonga en el tiempo y la célula, desprovista de energía, se muere. “Su estudio puede ser fundamental porque cuando la autofagia está alterada es posible asociarla a diversas enfermedades neurodegenerativas como el Alzheimer y Parkinson, así como también con diversas variantes de cáncer”, plantea.",Ciencia
Gino Germani: a 40 años de su muerte,Entrevista a Alejandro Blanco sobre el legado del hombre que marcó la sociología argentina,"Armó la carrera y el departamento de Sociología en la UBA, con su cuerpo de profesores. Editó y tradujo autores, reuniendo una biblioteca específica para el campo. Fundó un estilo de trabajo, elaboró una agenda y se erigió, más allá de las controversias, como una referencia ineludible en el campo de investigación social en Argentina. ¿Hasta dónde llega la figura de Gino Germani?",Ciencia
Por qué es importante que Argentina mida la Tierra,"Sergio Cimbaro, del Instituto Geográfico Nacional","Sergio Cimbaro es agrimensor, preside el Instituto Geográfico Nacional y fue anfitrión de las jornadas que la semana pasada se realizan en Argentina. A 140 años de la creación del IGN, expertos de la región se reunieron para implementar el Marco de Referencia Geodésico Global en América Latina. Argentina es pionera en el área y, a partir de 2015, se convirtió en referencia con la instalación de un observatorio con características únicas en Sudamérica. Una prueba fehaciente de que cuando existió voluntad política fue posible construir soberanía a partir del conocimiento, la ciencia y la tecnología.",Ciencia
El calentamiento global es más rápido de lo previsto,Nuevos cálculos predicen más olas de calor y más graves,"Las emisiones de gases de efecto invernadero producidas por los combustibles fósiles están calentando la superficie de la Tierra más rápidamente de lo previsto, según nuevos modelos de proyección llamados a reemplazar las herramientas actuales de la ONU.",Ciencia
Los peligros del derretimiento del permafrost,"Esta capa de suelo congelado almacena virus, bacterias y gases de efecto invernadero","El permafrost es la capa de terreno que se encuentra permanente (perma) helada (frost) durante dos años o más consecutivos. Tiene una edad geológica de más de 15.000 años y se encuentra bajo la capa de suelo activa, principalmente en Canadá, la Antártida, Alaska, Rusia, Mongolia y norte de Europa. Cubre aproximadamente el 24% de la superficie del Hemisferio Norte y almacena inmensas cantidades de metano y dióxido de carbono. Sin embargo, esta capa de terreno permanentemente congelada se está viendo gravemente amenazada por el calentamiento global con una serie de consecuencias que ya se están dejando sentir.",Ciencia
Diego Hurtado: “El discurso del científico emprendedor es una falacia”,"El investigador habla sobre ciencia, tecnología e ""impacto social""","Reflexionar acerca de la ciencia y la tecnología y su relación con la sociedad implica, necesariamente, debatir acerca de los modelos de desarrollo. ¿Por qué? Porque el progreso del sector no siempre redunda en progreso social. En un marco signado por la presencia de gobiernos neoliberales en la región, ¿cómo es posible organizar la producción de conocimiento y soberanía? ¿De qué se trata el “impacto social”? ¿Para qué y para quién investigan los investigadores argentinos? ¿Deben tener compromiso social y encolumnarse en proyectos nacionales o gozar de total autonomía para escoger sus temas? ¿Cuán fundamental es el intervencionismo estatal? Desde aquí, nadie mejor que Diego Hurtado --profesor de Historia de la ciencia y tecnología en la Universidad Nacional de San Martín-- para repensar estos viejos interrogantes que hoy reflotan en un penoso contexto de ajuste y retroceso.",Ciencia
Las inyecciones van a pasar a la historia,Un investigador y su equipo hallaron una molécula capaz de transportar medicamentos ingeridos por vía oral,"“A Macri le da lo mismo, pero todo lo que logramos fue a partir de conocimiento 100% argentino”, dice Mariano Correa, Investigador Principal del Conicet en la Universidad Nacional de Río Cuarto (UNRC) y referente del proyecto. A partir de los avances logrados junto a su equipo interdisciplinario de expertos, las vacunas podrían comenzar a suministrarse por vía oral y dejar atrás a las dolorosas inyecciones. Se trata, a todas luces, de un auténtico giro copernicano que podría transformar para siempre los tratamientos de enfermedades como el cáncer y la diabetes. Tras 20 años de investigación sostenida y, pese a los serios retrocesos presupuestarios en el área de CyT, los científicos argentinos continúan pateando el tablero con aplicaciones en el campo de la salud que, en un futuro cercano, podrían mejorar de manera notable la calidad de vida de los pacientes. A continuación, este especialista en nanomedicina, explica en qué consiste el hallazgo y qué falta para que llegue a los consultorios.",Ciencia
La ciencia de la fe,"Fabián Flores, un investigador que estudia las peregrinaciones a Luján","Cada octubre, desde 1975, los devotos de la Virgen María copian la misma coreografía del sacrificio y marchan hacia Luján. Se persignan, realizan cadenas de oración y entonan cantos de alabanzas; la fe empuja sus piernas durante los 60 kilómetros que separan a Liniers del lugar sagrado. Sin embargo, los fieles ya no están solos. Entre la muchedumbre religiosa, se cuelan los fanáticos del fitness que se concentran en contar las calorías eliminadas mediante sus relojes polifuncionales; los grupos de curiosos que, lejos de un propósito místico, viven la travesía como si fuera una aventura; e, incluso, también están los barras que, sin demasiada previsión, marchan hacia la Basílica en señal de agradecimiento por el campeonato conseguido y, en el camino, alimentan su espíritu con cerveza tibia. En medio de ese mar de heterogeneidades, se ubica Fabián Flores --investigador del Conicet en la Universidad de Lujan, geógrafo y doctor en Ciencias Sociales y Humanas-- que desde hace más de una década analiza la marea humana con los ojos de la ciencia. A continuación, describe en qué consiste su trabajo de campo y cuál es su aporte al estudio de las movilizaciones religiosas.",Ciencia
El secreto de revelar secretos del pasado,"Sebastián Apesteguía y Pablo Gallina, dos expertos del Conicet en Paleontología","Algunas veces la realidad es tan maravillosa que supera a la ficción. Es justo en esos instantes, cuando el mundo real se vuelve inexplicable, que hace su aparición el arte. Sin embargo, la creación de esos otros universos no es exclusiva del dominio artístico: la ciencia también conduce a través de viajes en el tiempo y lugares insospechados. Probablemente, no exista persona en la Tierra que no se haya maravillado con la grandilocuencia de los dinosaurios, animales fantásticos que habitaron el mismo suelo durante miles de millones de años y se convirtieron en los auténticos dueños del globo. Sebastián Apesteguía y Pablo Gallina, investigadores del Conicet en la Fundación Azara (Universidad Maimónides), han descubierto múltiples localidades fosilíferas, bautizado a decenas de especies nuevas y realizado una innumerable cantidad de campañas.",Ciencia
"“Hoy se argumenta pobreza para no invertir en su solución""",Fernando Stefani: la ciencia y la tecnología como claves de la reactivación económica,"Fernando Stefani es docente de la UBA, investigador principal del Conicet y vicedirector del Centro de Investigaciones en Bionanociencias (Cibion). De un tiempo a esta parte se convirtió en una referencia de autoridad a la hora de intentar comprender los vínculos entre ciencia y modelos de desarrollo. ¿De qué manera una idea alojada en el cerebro de un investigador se transforma en un producto de escala industrial? ¿Cuáles son los pasos necesarios? ¿Argentina está preparada para dar ese salto cualitativo y dejar de comprar tecnologías para empezar a fabricarlas por su cuenta? En concreto, ¿cuál debe ser el rol del Estado y el compromiso de los privados? Sobre la orilla de estos interrogantes se estaciona este nanotecnólogo de tono firme, gesto amable y explicaciones quirúrgicas.",Ciencia
La cocina del Big Data,"El economista Walter Sosa Escudero, sobre la profusión de datos masivos e instantáneos","Tenemos, como nunca, un montón de información disponible y ello nos entusiasma pero también nos obnubila. Por un lado, el futuro se aproxima como un auténtico paraíso; lo que antes valía horas de bibliotecas, hoy se resuelve en cuestión de segundos. Sin embargo, tanta potencia tecnológica tiene su reverso: accedemos a muchos datos pero a cambio dejamos los nuestros. Cuando colocamos una dirección en el GPS, enviamos un correo o cenamos con amigos en algún bar, imprimimos nuestras huellas en el ciberespacio. Nos tornamos geolocalizables aunque nadie nos busque y nos volvemos predecibles aunque poca gente aprecie nuestra intimidad. La era global es así, nos bambolea entre el confort y el pánico, en cualquier tiempo y sin importar el lugar. En los intersticios, se teje una gran transformación cultural que sabemos que existe pero todavía no somos capaces de poner en palabras. Lo bueno es que no estamos solos, tenemos jinetes que custodian el terreno, utilizan sus largavistas y nos ayudan a comprender las cosas en su justa medida y por anticipado. Walter Sosa Escudero es economista (UBA), profesor de la Universidad de San Andrés e Investigador del Conicet. Acaba de publicar “Big Data” por la editorial Siglo XXI y coloca paños fríos a una situación que aparenta volar de fiebre.",Ciencia
"Un método para ""ver a través de esquinas""",Novedosa técnica desarrollada en España,"Una nueva técnica de imagen computacional, que combina hardware de imagen ultra-rápida a un billón de fotogramas por segundo con novedosas técnicas computacionales, permite por primera vez ver a través de esquinas en escenas del mundo real no controladas en un laboratorio, incluyendo geometría y materiales complejos.",Ciencia
"La ciencia, un asunto político","Gabriel Bilmes y Santiago Liaudat presentan la revista Ciencia, Tecnología y Política","Ciencia, Tecnología y Política (CTyP) es una revista de la Cátedra Libre “Ciencia, Política y Sociedad: Contribuciones a un Pensamiento Latinoamericano” de la Universidad Nacional de La Plata. De carácter semestral, ya va por el segundo número y, como alguna vez lo hiciera Ciencia Nueva a principios de los 70, promete patear al tablero. Desde su trinchera, sus mentores y máximos responsables, el físico Gabriel Bilmes y el filósofo Santiago Liaudat, persiguen un objetivo preciso: que la ciencia se vuelva política y que la política, de una buena vez por todas, observe con otros ojos los aportes que pueden realizar los científicos. Para ello, desempolvan una tradición epistemológica con raíces latinoamericanas y exhuman, entre otros, el legado del químico Oscar Varsavsky, cuyas ideas revolucionarias aún rebosan de vigencia.",Ciencia
El dilema matemático que se volvió viral,"Una sencilla operación que genera ""grieta"" ","Un ejercicio matemático que a simple vista parecía fácil de resolver revolucionó las redes sociales y se volvió viral en poco tiempo. La cuenta en cuestión 6 ÷ 2(1+2) y recordó que a veces las matemáticas también tienen en cuenta el punto de vista de quien intenta resolver los problemas y que, según como se mire o escriba, puede haber dos resultados para una misma operación aritmética.",Ciencia
